GrantNumber,DisciplineNumber
G198524,D30103
G184717,D30708
G205602,D20301
G205602,D20404
G205602,D20505
G205602,D20506
G205602,D30306
G121445,D10303
G118517,D10102
G265,D10203
G202486,D20100
G186478,D10105
G186478,D10605
G181730,D10303
G181730,D10402
G184708,D30102
G184708,D30304
G184708,D30402
G135837,D10101
G135837,D10501
G6722,D30306
G30412,D10502
G979,D10501
G188672,D30102
G188672,D30103
G188672,D30104
G190454,D30401
G185527,D10101
G185527,D10501
G102286,D10501
G1069,D10105
G36505,D10503
G207599,D10407
G1052,D10204
G33182,D20401
G160742,D30401
G43380,D30101
G108114,D30101
G108114,D30102
G108114,D30104
G3580,D20404
G28984,D20801
G65259,D20505
G59272,D20100
G180830,D30812
G180830,D30912
G186558,D30714
G28272,D10201
G136869,D10301
G147290,D30307
G147290,D30402
G140259,D10301
G117982,D10102
G168501,D10206
G168501,D10403
G204595,D10204
G50814,D20304
G146216,D30103
G198681,D30401
G113529,D20409
G152903,D10203
G145591,D10101
G149807,D20701
G149807,D30207
G122279,D20506
G45940,D30101
G59430,D30101
G151561,D10202
G25419,D10502
G196212,D10202
G196212,D10204
G196212,D10602
G137647,D20809
G123549,D10205
G27148,D20301
G31229,D20401
G157944,D10205
G157944,D10403
G108896,D10204
G40346,D20505
G65048,D10301
G27229,D30103
G41975,D20200
G127008,D20503
G127008,D30108
G127008,D30303
G182977,D20301
G141543,D10502
G119493,D30103
G119493,D30403
G119493,D30705
G48147,D10101
G48147,D10501
G167026,D20409
G167026,D30102
G102329,D30202
G10990,D10000
G110191,D30101
G110191,D30102
G110191,D30103
G193930,D10104
G142209,D30101
G142209,D30102
G142209,D30108
G58383,D10201
G58383,D10202
G44031,D20404
G115422,D10101
G115422,D10301
G115422,D10404
G135085,D20404
G124542,D20301
G160048,D20704
G114840,D10503
G47113,D10101
G120377,D30104
G120377,D30302
G120377,D30704
G120377,D30708
G205180,D10104
G205180,D10607
G55169,D10202
G52520,D30401
G188931,D10203
G188931,D10301
G2244,D10501
G128253,D10201
G128253,D10202
G128253,D10205
G128253,D10403
G31128,D20805
G204318,D20505
G204318,D30103
G146430,D10203
G146430,D10206
G146430,D20703
G146430,D20705
G146430,D30108
G146430,D30206
G130471,D30305
G52190,D30704
G190069,D10201
G190069,D10203
G127378,D30307
G100894,D30102
G40835,D20304
G40835,D20505
G2496,D20200
G200440,D20703
G200440,D20704
G103882,D20705
G109164,D20401
G181252,D10201
G181252,D10202
G67559,D10402
G67559,D10404
G149822,D20508
G20247,D20409
G117817,D20404
G37247,D30402
G184592,D10102
G184592,D10503
G190751,D20505
G190751,D20709
G6114,D30715
G123178,D10403
G123178,D10404
G69112,D10000
G15376,D10206
G129260,D10104
G129260,D10207
G129260,D10501
G129260,D10502
G129260,D10503
G129260,D10607
G57832,D30107
G101578,D20303
G142183,D30104
G142183,D30302
G9479,D30000
G11046,D20300
G31305,D20303
G124099,D10101
G162769,D20301
G162769,D20303
G162769,D20402
G121124,D10501
G143963,D20505
G35172,D20709
G30254,D30717
G40405,D20100
G150359,D30202
G150359,D30301
G114204,D10101
G114204,D10105
G114204,D10502
G178756,D20100
G183187,D10204
G159201,D20301
G159201,D20404
G155153,D10205
G155153,D10301
G155153,D10302
G133545,D20100
G3352,D20404
G163824,D20200
G134464,D20506
G165481,D10105
G3592,D20806
G61364,D30302
G200009,D30403
G178971,D20503
G176323,D30302
G176323,D30708
G176323,D30714
G63394,D20404
G118106,D20506
G142887,D20511
G142887,D20709
G142887,D30107
G142887,D30206
G179099,D20301
G179099,D20404
G179099,D20409
G179099,D20505
G179099,D20508
G179099,D30101
G173607,D10203
G164134,D10503
G160719,D30101
G160719,D30102
G160719,D30103
G160719,D30403
G160719,D30806
G160719,D30808
G7788,D30104
G7554,D30105
G7554,D30403
G6804,D30709
G175842,D10201
G175842,D10601
G129860,D10603
G57647,D10203
G161837,D20505
G161837,D30105
G989,D10202
G116495,D10102
G59110,D30402
G59110,D30708
G45760,D30202
G64499,D10202
G49685,D20506
G127147,D30103
G127147,D30305
G56738,D20404
G186885,D20200
G186885,D20401
G200132,D10101
G132913,D30106
G132913,D30717
G51173,D30302
G51173,D30708
G174061,D20303
G4731,D20506
G146071,D10102
G146071,D10105
G146071,D10501
G180825,D30108
G180825,D30303
G863,D10103
G121566,D20501
G51594,D20404
G53557,D10302
G45064,D20508
G103423,D20303
G188933,D10501
G200173,D10206
G200173,D10407
G132491,D30103
G176125,D30304
G176125,D30305
G202435,D20709
G177069,D10105
G177069,D30702
G26631,D20404
G40203,D10101
G156057,D20506
G41478,D20709
G205773,D20805
G179418,D30103
G179418,D30301
G181745,D20304
G181745,D30101
G181745,D30102
G109219,D30807
G100104,D10302
G36571,D30710
G194893,D10301
G194893,D10403
G137125,D30701
G137125,D30909
G137125,D30911
G7301,D30403
G32106,D20404
G117188,D30802
G138519,D30714
G141541,D20301
G141541,D20401
G141541,D20404
G141541,D20505
G141541,D20507
G141541,D20508
G141541,D20511
G141541,D30101
G160953,D20705
G9205,D30101
G65409,D30103
G160591,D20404
G113605,D20404
G29207,D20000
G174300,D20709
G174300,D20809
G32775,D20404
G198242,D10101
G198242,D10201
G198242,D10301
G198242,D10402
G198242,D10403
G198242,D10404
G198242,D10407
G198242,D10501
G198242,D30201
G198242,D30202
G4320,D20404
G20259,D30101
G1923,D10401
G169908,D20404
G169908,D20505
G34278,D20506
G58241,D10201
G134604,D10201
G131535,D30102
G31244,D30201
G191444,D20409
G32011,D10502
G155249,D20506
G117304,D10401
G117304,D10402
G103205,D10404
G1856,D10101
G134496,D20100
G39646,D10407
G117996,D20801
G135682,D30403
G49674,D10203
G36294,D30717
G20039,D10205
G155412,D10203
G171887,D10203
G171887,D10204
G129546,D10501
G15141,D10205
G160590,D10105
G160590,D10201
G160590,D10202
G160590,D10203
G160590,D10206
G160590,D10601
G160590,D30708
G160590,D30720
G160590,D30804
G160590,D30911
G64233,D30401
G64233,D30403
G207099,D10102
G207099,D10201
G207099,D10206
G207099,D10207
G207099,D10302
G207099,D10403
G5111,D20401
G131185,D10104
G131231,D10301
G131231,D10302
G130877,D10603
G130877,D20100
G130877,D20409
G4241,D20303
G161049,D10201
G161049,D10202
G161049,D10301
G191102,D20801
G137744,D10301
G137636,D20705
G137636,D20803
G203768,D30207
G43583,D30403
G43583,D30712
G166421,D10202
G166421,D10205
G26338,D30716
G175061,D10105
G175061,D10605
G139359,D10602
G54368,D20404
G110211,D20401
G110211,D30302
G123780,D10103
G123780,D10302
G197068,D20401
G197068,D30105
G197068,D30108
G158524,D30101
G158524,D30102
G158524,D30103
G158524,D30104
G158524,D30107
G31283,D20506
G199164,D30708
G163788,D10301
G2339,D10204
G4729,D20301
G130862,D30401
G130862,D30703
G5193,D20801
G105146,D20304
G122004,D30207
G4932,D20200
G2164,D10402
G42824,D20401
G100016,D20301
G137608,D10201
G137608,D10302
G137608,D10602
G131205,D10201
G131205,D10404
G131205,D10406
G131205,D10502
G26617,D30106
G141051,D20505
G141051,D30103
G141051,D30714
G63753,D10203
G8129,D30306
G8129,D30407
G39336,D30302
G7419,D30402
G65906,D10301
G164146,D10104
G164146,D10201
G164146,D10203
G164146,D10204
G164146,D10301
G117565,D10301
G208519,D10202
G116366,D30207
G32479,D30105
G179313,D30101
G179313,D30102
G179313,D30104
G179313,D30302
G179313,D30305
G179313,D30306
G179946,D20100
G56792,D10301
G114314,D10501
G64379,D10201
G32595,D10402
G129347,D10204
G198986,D20504
G198986,D20508
G165457,D30104
G140911,D30205
G27025,D20511
G181500,D30202
G181500,D30206
G181500,D30207
G201723,D30708
G51115,D30402
G118334,D10303
G204774,D30104
G53381,D20301
G2515,D20303
G139350,D30707
G6716,D30304
G146721,D20504
G146721,D20506
G166162,D20704
G166162,D20803
G166162,D30206
G111419,D10301
G25336,D10201
G25336,D10302
G194115,D20304
G182269,D30401
G182269,D30707
G122040,D20403
G127914,D10201
G127914,D10404
G140829,D10203
G140829,D20100
G2731,D20200
G129764,D10105
G182727,D30103
G182727,D30403
G137458,D20301
G48831,D10102
G135190,D20304
G135190,D30101
G106614,D10301
G106614,D10302
G27460,D20401
G5648,D20506
G50945,D10301
G183327,D20404
G183327,D20508
G20764,D30101
G3387,D20303
G135633,D30105
G135633,D30711
G135633,D30810
G39932,D10204
G198167,D10403
G7067,D30715
G7368,D30717
G181925,D20505
G181925,D20508
G145032,D10405
G145032,D10604
G35878,D20801
G119961,D20508
G161178,D10105
G161178,D30302
G153666,D20301
G153666,D20303
G153666,D30101
G153666,D30102
G153666,D30108
G50032,D10102
G159708,D30302
G159708,D30708
G162555,D30101
G162555,D30102
G162555,D30103
G162555,D30104
G162555,D30201
G162555,D30205
G3981,D20409
G144602,D10301
G189072,D30403
G189072,D30718
G143732,D30104
G143732,D30202
G168993,D20100
G37486,D30302
G37486,D30305
G179929,D30302
G179929,D30402
G131261,D20709
G131261,D30101
G131261,D30107
G7608,D30104
G25784,D30708
G141478,D30201
G141478,D30207
G3091,D20304
G48048,D30808
G122103,D10104
G40898,D30707
G40898,D30807
G28040,D30403
G133042,D30102
G133042,D30207
G7064,D30720
G7064,D30911
G191646,D20409
G103959,D10302
G175796,D20506
G107323,D10301
G3336,D20504
G189824,D30102
G45822,D30207
G25409,D20100
G160377,D20706
G160377,D20801
G160377,D20803
G160377,D20809
G52198,D30718
G189055,D30402
G189055,D30702
G194285,D20805
G26345,D30102
G191808,D30708
G120149,D10301
G137361,D20511
G137361,D30702
G65436,D30403
G200354,D30104
G200354,D30209
G200354,D30705
G200354,D30713
G104146,D30302
G104146,D30708
G170723,D20301
G156116,D10206
G111972,D10502
G189131,D30102
G189131,D30103
G53746,D30401
G65441,D30305
G174083,D10301
G66712,D20403
G179577,D20505
G101477,D20507
G39327,D20404
G106371,D10101
G106371,D10303
G106371,D10503
G189530,D20404
G10957,D10000
G113630,D30104
G7826,D30101
G105691,D20704
G143011,D10202
G143011,D10203
G67791,D30204
G46708,D10501
G30653,D20803
G6744,D30202
G106796,D30701
G141236,D30101
G141236,D30102
G141236,D30108
G7310,D30105
G110712,D20705
G110712,D20803
G110712,D20806
G60047,D30302
G109962,D30710
G171140,D30302
G204929,D20403
G57062,D20505
G43510,D10302
G134603,D10103
G134603,D10302
G59372,D20404
G189107,D10105
G189107,D10203
G189107,D10605
G138143,D30305
G153307,D20506
G159169,D10201
G155291,D20100
G155291,D20504
G30132,D30305
G4686,D20505
G29598,D20511
G116277,D30207
G132046,D20404
G106999,D20506
G106999,D20509
G106999,D20511
G106999,D20705
G128152,D30204
G41839,D20401
G186559,D30202
G180872,D30103
G180872,D30104
G180872,D30107
G180872,D30108
G135397,D30102
G135397,D30104
G135397,D30108
G127986,D10101
G6210,D30000
G37607,D30403
G26498,D20501
G26498,D20704
G160983,D30102
G160983,D30108
G160983,D30301
G117317,D10501
G128278,D30101
G128278,D30102
G128278,D30103
G128278,D30105
G128278,D30402
G181944,D10105
G114699,D10105
G114699,D30302
G2578,D20404
G141798,D30103
G141798,D30305
G141798,D30401
G141798,D30402
G141798,D30405
G141798,D30805
G198919,D30812
G20195,D20801
G27296,D10302
G142283,D20506
G142283,D30714
G130723,D20506
G130723,D30102
G176719,D10403
G156055,D10102
G156055,D10201
G58830,D20304
G65563,D10404
G113348,D20303
G183633,D20703
G183633,D20704
G183633,D20705
G68012,D10202
G127747,D20704
G127747,D20709
G127747,D20802
G132522,D20303
G132522,D20507
G185501,D10602
G185501,D10605
G117435,D30911
G174032,D30104
G174032,D30105
G37223,D20511
G132215,D10204
G132215,D10603
G126988,D30103
G126988,D30401
G4488,D20503
G25289,D20304
G126676,D10407
G207128,D10104
G200942,D10203
G120209,D20505
G68892,D10201
G49606,D20801
G174725,D10202
G174725,D10301
G174725,D10404
G197485,D10204
G191909,D10301
G198796,D30704
G58599,D10501
G110010,D30204
G110010,D30302
G202601,D10206
G202601,D10403
G112370,D30107
G184999,D20504
G184999,D20506
G150710,D20303
G107644,D30304
G45586,D20803
G163379,D30802
G163379,D30911
G163379,D30912
G64793,D30103
G40945,D30307
G202676,D10201
G202676,D10202
G205639,D20505
G166458,D10105
G166458,D30202
G166458,D30204
G115021,D10501
G114160,D10501
G141143,D30402
G141143,D30403
G141571,D10205
G141571,D10207
G141571,D10301
G141571,D10403
G141571,D10404
G126027,D30403
G100624,D20506
G2557,D20404
G133693,D10202
G106844,D10101
G106844,D10203
G141040,D20709
G141040,D30206
G141040,D30907
G146414,D20504
G146414,D20508
G157874,D20301
G198040,D10104
G8309,D30101
G158443,D20200
G155686,D20409
G134068,D10402
G185492,D20404
G189643,D20301
G851,D10402
G6368,D30101
G6368,D30107
G137,D10404
G186583,D20404
G68341,D10501
G165544,D10105
G165544,D10607
G61648,D20709
G107564,D20403
G123773,D10404
G123773,D10406
G104319,D10202
G157527,D30305
G157527,D30401
G157527,D30403
G20188,D10105
G126920,D20506
G28801,D30304
G40059,D10403
G115930,D10101
G178090,D30401
G162439,D20806
G174255,D10404
G174255,D10407
G43208,D20709
G202246,D20505
G202246,D30401
G202246,D30403
G202246,D30703
G202246,D50000
G679,D10501
G103809,D20100
G103385,D10502
G103791,D20304
G55039,D10202
G173144,D20506
G173144,D30701
G51613,D20504
G133482,D20304
G180387,D10104
G180387,D10601
G159918,D20301
G159918,D30102
G102221,D30403
G118402,D30101
G118402,D30108
G37377,D20801
G190277,D30807
G203612,D10105
G147494,D20506
G64638,D10101
G106866,D20505
G106866,D20801
G106866,D20802
G106866,D20803
G117672,D20200
G117672,D20403
G113714,D10302
G163452,D30902
G163452,D30911
G183991,D30101
G183991,D30304
G7691,D30707
G2101,D10201
G139454,D10404
G139454,D10407
G195136,D20506
G48357,D20303
G156957,D30107
G156957,D30206
G29912,D20701
G202393,D30203
G205447,D30306
G124972,D20709
G102131,D30401
G130356,D10201
G55594,D20304
G67543,D10203
G9361,D30714
G45885,D30202
G147138,D20506
G147138,D30102
G147138,D30104
G120427,D30402
G120427,D30403
G109194,D20704
G68981,D10104
G68981,D10201
G68981,D10302
G25422,D10203
G40448,D20506
G48057,D10202
G207008,D30206
G143546,D20200
G143546,D20401
G26974,D20200
G124952,D30808
G124952,D30812
G124952,D30911
G4408,D20301
G7278,D30403
G105401,D20508
G3166,D20404
G197711,D30103
G197711,D30402
G197711,D30403
G197711,D30808
G45672,D10206
G145293,D30104
G120514,D30303
G165328,D10205
G35442,D0
G8638,D30703
G8638,D30714
G34098,D30201
G3860,D20704
G146705,D20100
G108509,D10104
G123453,D30307
G123453,D30403
G123453,D30701
G123453,D30707
G44282,D10203
G4879,D20304
G181710,D30207
G162693,D10105
G146773,D10502
G3527,D20507
G135986,D30102
G135986,D30104
G135986,D30107
G135986,D30207
G4525,D20802
G46622,D30101
G159273,D10501
G159273,D10502
G173409,D20304
G173409,D30101
G173409,D30102
G173409,D30306
G178795,D20100
G30116,D20506
G124236,D30101
G124236,D30104
G124236,D30302
G124236,D30708
G162482,D10502
G120517,D30207
G181602,D30101
G181602,D30102
G181602,D30104
G181602,D30201
G204515,D10105
G145278,D10501
G197698,D30207
G160545,D30702
G160545,D30803
G160545,D30805
G39728,D30307
G20082,D20506
G6054,D30207
G196861,D30102
G196861,D30103
G196861,D30104
G196861,D30105
G45412,D20304
G187684,D20511
G187684,D30302
G138416,D30401
G138416,D30705
G108658,D10201
G43603,D10105
G130106,D10105
G10011,D20705
G126803,D10102
G126803,D10205
G103735,D20709
G4222,D20506
G135581,D30302
G135581,D30405
G135581,D30707
G29050,D20506
G32399,D20506
G131512,D10501
G131512,D20506
G116224,D10206
G7835,D30101
G169220,D30101
G169220,D30303
G122384,D10206
G65066,D10402
G106106,D30101
G106106,D30102
G106106,D30107
G168649,D30104
G168649,D30302
G39674,D30104
G61752,D10501
G59004,D10103
G20615,D30402
G56391,D10101
G27653,D20505
G50256,D20506
G188632,D20801
G188632,D20803
G188632,D20806
G188632,D20809
G183007,D10207
G183007,D10301
G183007,D10302
G2134,D10405
G20598,D20803
G6498,D30101
G27780,D30708
G8481,D30307
G49501,D20100
G1945,D10502
G152833,D30302
G52829,D10203
G187674,D10205
G25892,D10303
G162886,D20506
G53597,D30104
G53597,D30201
G192144,D20709
G186206,D30205
G191055,D10206
G191055,D20703
G191055,D20709
G191055,D20802
G191055,D30205
G191055,D30206
G191055,D30207
G28574,D30103
G10598,D10203
G26212,D20100
G190824,D30102
G190824,D30104
G37232,D20404
G170353,D10206
G28692,D30302
G61739,D20505
G7613,D30302
G197182,D20802
G156892,D30401
G68931,D30302
G147765,D20404
G52125,D30403
G164892,D20709
G164892,D30911
G27588,D10205
G207059,D20200
G207059,D20401
G121062,D10303
G185111,D30302
G185111,D30704
G185111,D30708
G200454,D10301
G200454,D10403
G163541,D10502
G26925,D10501
G52189,D30307
G52189,D30718
G136468,D30403
G57147,D20506
G207858,D30911
G162552,D30306
G162552,D30403
G178805,D20304
G45984,D30713
G45984,D30718
G185173,D10204
G181898,D20100
G63754,D30303
G186390,D20505
G186390,D20508
G173119,D30101
G173119,D30102
G173119,D30103
G173119,D30104
G173119,D30107
G173119,D30108
G173119,D30301
G173119,D30307
G825,D10501
G63756,D10501
G176878,D20506
G176878,D20511
G196789,D30714
G196789,D30808
G121431,D10204
G6815,D30717
G59224,D20301
G109715,D10203
G43562,D20404
G125406,D20409
G149472,D10101
G149472,D10105
G149472,D10405
G149472,D10407
G149472,D20709
G45720,D30307
G59981,D10101
G31164,D20303
G161305,D10501
G182236,D20100
G32218,D10104
G186598,D10207
G186598,D10604
G109983,D30707
G109983,D30708
G100876,D10601
G100876,D10602
G102154,D30303
G105640,D20506
G56028,D30701
G201459,D30304
G160319,D30302
G158729,D30102
G115538,D10104
G115538,D10503
G115538,D10607
G115538,D20409
G115538,D20504
G115538,D20506
G51068,D30708
G51068,D30812
G129735,D20709
G129735,D20801
G129735,D20809
